query_percent,original_size(KB),size(KB),nth_insert,avg_rel_error,avg_query_time
0.05,8676.17,8676.17,0,0.0756,0.030317
0.1,8676.17,8676.17,0,0.074,0.028696
0.15,8676.17,8676.17,0,0.0748,0.027053
0.1,8676.17,16587.80,0,0.7476,0.040218
0.1,8676.17,16786.76,1,0.7266,0.039789
0.1,8676.17,16981.16,2,0.713,0.040279
0.1,8676.17,17189.26,3,0.6932,0.040314
0.1,8676.17,17388.22,4,0.6809,0.040223
