query_percent,original_size(KB),size(KB),nth_insert,avg_rel_error,avg_query_time
0.1,1936.16,1936.16,0,0.1932,0.012025
0.1,1936.16,1962.25,1,0.2031,0.009207
0.1,1936.16,2006.61,2,0.2003,0.0087
0.1,1936.16,2066.62,3,0.2018,0.008667
0.1,1936.16,2100.55,4,0.2115,0.008185
