query_percent,original_size(KB),size(KB),nth_insert,avg_rel_error,avg_query_time
0.1,8717.27,8717.27,0,0.0834,0.032081
0.1,8717.27,8912.32,1,0.0857,0.029124
0.1,8717.27,9102.15,2,0.0886,0.029253
0.1,8717.27,9291.98,3,0.0894,0.029346
0.1,8717.27,9476.60,4,0.0911,0.028844
